step,atom_id,type,x,y,z,vx,vy,vz,fx,fy,fz,mass
55,0,C,10.002819,10.006807,9.996082,-567.368484,-81.125123,180.371331,0.000000,0.000000,-0.000000,12.000000
55,1,H,10.645698,10.633255,10.630417,2145.528088,365.198391,-291.824033,0.000000,0.000000,0.000000,1.000000
55,2,H,10.639637,9.373228,9.341595,924.693938,1019.754269,-2171.596200,0.000000,-0.000000,-0.000000,1.000000
55,3,H,9.393917,10.663639,9.340115,1305.638608,3565.862298,-2808.844709,-0.000000,0.000000,-0.000000,1.000000
55,4,H,9.390951,9.355022,10.620645,1643.747775,-685.297410,71.362813,-0.000000,-0.000000,0.000000,1.000000
55,5,O,13.004429,9.995120,9.994427,100.249020,-30.591919,-245.947074,-0.000000,-0.000000,-0.000000,16.000000
55,6,H,13.784787,10.601032,9.995657,2182.004041,2018.995255,-1118.030911,0.000000,0.000000,0.000000,1.000000
55,7,H,12.216670,10.595214,10.009496,-1966.508212,1122.948500,186.925848,-0.000000,0.000000,0.000000,1.000000
55,8,O,14.836862,9.998048,10.010343,45.535000,384.794863,199.379884,-0.000000,-0.000000,0.000000,16.000000
55,9,C,16.002680,10.003079,10.009965,116.646222,-249.835887,291.733988,-0.000000,0.000000,0.000000,12.000000
55,10,O,17.155744,10.001175,9.983589,491.299605,-94.021808,-593.371408,0.000000,-0.000000,-0.000000,16.000000
55,11,N,10.007830,12.987481,10.012260,-98.360781,-468.417145,399.444613,0.000000,0.000000,0.000000,14.000000
55,12,H,10.963087,13.010421,9.619131,3099.463806,811.181914,303.056785,-0.000000,-0.000000,-0.000000,1.000000
55,13,H,9.540318,13.782850,9.630685,69.229380,-1843.263151,-249.384296,-0.000000,0.000000,-0.000000,1.000000
55,14,H,9.561442,12.221332,9.626577,3530.737733,2530.922337,-359.057352,-0.000000,-0.000000,-0.000000,1.000000
55,15,H,11.347849,13.021834,9.989083,882.593088,1593.722742,-3.964084,0.000000,0.000000,0.000000,1.000000
55,16,C,12.399657,12.989867,9.995132,-45.004404,-191.867559,420.097018,-0.000000,-0.000000,-0.000000,12.000000
55,17,C,13.593949,13.012960,10.009708,80.912554,318.992581,346.907660,0.000000,0.000000,0.000000,12.000000
55,18,H,14.667198,12.985198,9.985854,630.986786,-1902.859613,-989.362619,-0.000000,-0.000000,-0.000000,1.000000
55,19,H,15.359247,12.998947,10.023864,535.732431,-331.748980,2684.375796,0.000000,0.000000,0.000000,1.000000
55,20,Cl,16.622648,12.996560,10.000679,-537.865363,-99.266036,-160.001904,0.000000,-0.000000,-0.000000,35.500000
60,0,C,10.002252,10.006726,9.996261,-566.878876,-80.246891,178.372521,0.000000,0.000000,-0.000000,12.000000
60,1,H,10.647853,10.633632,10.630135,2162.644338,385.847805,-274.145473,0.000000,0.000000,0.000000,1.000000
60,2,H,10.640573,9.374236,9.339412,944.930386,1000.327404,-2190.815304,0.000000,-0.000000,-0.000000,1.000000
60,3,H,9.395212,10.667218,9.337298,1286.821777,3588.117151,-2824.173069,-0.000000,0.000000,-0.000000,1.000000
60,4,H,9.392583,9.354326,10.620726,1625.792468,-702.565360,87.039645,-0.000000,-0.000000,0.000000,1.000000
60,5,O,13.004529,9.995088,9.994182,99.918708,-32.643537,-245.092587,-0.000000,-0.000000,-0.000000,16.000000
60,6,H,13.786983,10.603061,9.994538,2203.848389,2035.446825,-1120.954513,0.000000,0.000000,-0.000000,1.000000
60,7,H,12.214692,10.596350,10.009684,-1987.123189,1146.642025,186.645918,-0.000000,0.000000,0.000000,1.000000
60,8,O,14.836906,9.998432,10.010542,43.482269,384.156666,199.352328,-0.000000,-0.000000,0.000000,16.000000
60,9,C,16.002795,10.002830,10.010257,114.830393,-248.897687,291.607720,-0.000000,0.000000,0.000000,12.000000
60,10,O,17.156237,10.001081,9.982995,493.418632,-92.910549,-593.620382,0.000000,-0.000000,-0.000000,16.000000
60,11,N,10.007733,12.987014,10.012660,-96.997386,-467.071165,400.272359,0.000000,0.000000,0.000000,14.000000
60,12,H,10.966174,13.011232,9.619421,3078.735702,809.367526,283.102452,-0.000000,-0.000000,-0.000000,1.000000
60,13,H,9.540379,13.781022,9.630429,55.635617,-1816.336885,-262.132688,-0.000000,0.000000,-0.000000,1.000000
60,14,H,9.564965,12.223849,9.626209,3517.589439,2507.013461,-372.714877,-0.000000,-0.000000,-0.000000,1.000000
60,15,H,11.348745,13.023429,9.989092,902.853297,1593.993852,16.082213,0.000000,0.000000,0.000000,1.000000
60,16,C,12.399611,12.989675,9.995552,-46.391986,-192.004025,420.626662,-0.000000,-0.000000,-0.000000,12.000000
60,17,C,13.594031,13.013279,10.010055,83.517264,318.820121,347.969318,0.000000,0.000000,0.000000,12.000000
60,18,H,14.667808,12.983297,9.984863,596.072700,-1900.564576,-993.191497,-0.000000,-0.000000,-0.000000,1.000000
60,19,H,15.359801,12.998617,10.026549,567.311264,-328.883581,2685.228907,0.000000,0.000000,0.000000,1.000000
60,20,Cl,16.622111,12.996461,10.000518,-537.155719,-99.157691,-160.443443,0.000000,-0.000000,-0.000000,35.500000
65,0,C,10.001685,10.006646,9.996438,-566.771664,-80.473263,175.100133,0.000000,0.000000,-0.000000,12.000000
65,1,H,10.650026,10.634028,10.629871,2177.971116,402.314430,-255.397981,0.000000,0.000000,0.000000,1.000000
65,2,H,10.641528,9.375227,9.337210,961.194519,983.795892,-2209.155901,0.000000,-0.000000,-0.000000,1.000000
65,3,H,9.396489,10.670816,9.334464,1269.637047,3604.432135,-2842.139009,-0.000000,0.000000,-0.000000,1.000000
65,4,H,9.394199,9.353613,10.620825,1610.860182,-720.135311,104.060050,-0.000000,-0.000000,0.000000,1.000000
65,5,O,13.004629,9.995054,9.993937,100.560545,-34.163488,-244.757021,-0.000000,-0.000000,-0.000000,16.000000
65,6,H,13.789199,10.605108,9.993416,2224.815711,2053.508135,-1121.635585,0.000000,0.000000,-0.000000,1.000000
65,7,H,12.212690,10.597507,10.009870,-2010.980359,1164.690869,187.453495,-0.000000,0.000000,0.000000,1.000000
65,8,O,14.836949,9.998816,10.010741,41.975548,384.365558,198.667632,-0.000000,-0.000000,0.000000,16.000000
65,9,C,16.002908,10.002581,10.010549,112.383843,-249.594692,292.216222,-0.000000,0.000000,0.000000,12.000000
65,10,O,17.156731,10.000989,9.982401,495.403749,-92.502891,-594.717673,0.000000,-0.000000,-0.000000,16.000000
65,11,N,10.007637,12.986547,10.013062,-95.143097,-466.501629,402.105524,0.000000,0.000000,0.000000,14.000000
65,12,H,10.969240,13.012043,9.619692,3058.828616,811.009789,262.369117,-0.000000,-0.000000,-0.000000,1.000000
65,13,H,9.540426,13.779219,9.630161,43.977270,-1794.587400,-272.011964,-0.000000,0.000000,-0.000000,1.000000
65,14,H,9.568475,12.226341,9.625828,3505.496078,2482.883389,-388.317936,-0.000000,-0.000000,-0.000000,1.000000
65,15,H,11.349660,13.025025,9.989119,922.795996,1596.183604,32.463827,0.000000,0.000000,0.000000,1.000000
65,16,C,12.399563,12.989483,9.995973,-48.767528,-191.818604,421.012466,-0.000000,-0.000000,-0.000000,12.000000
65,17,C,13.594116,13.013598,10.010403,86.861102,319.418482,348.439586,0.000000,0.000000,0.000000,12.000000
65,18,H,14.668386,12.981394,9.983868,565.502795,-1902.297436,-996.923048,-0.000000,-0.000000,-0.000000,1.000000
65,19,H,15.360386,12.998287,10.029237,596.964920,-329.452386,2688.243939,0.000000,0.000000,0.000000,1.000000
65,20,Cl,16.621574,12.996362,10.000358,-536.446657,-99.093943,-160.152689,0.000000,-0.000000,-0.000000,35.500000
70,0,C,10.001119,10.006566,9.996612,-565.686769,-79.273179,174.466342,0.000000,0.000000,-0.000000,12.000000
70,1,H,10.652215,10.634441,10.629628,2196.076130,419.580761,-232.192318,0.000000,0.000000,0.000000,1.000000
70,2,H,10.642498,9.376200,9.334991,976.053627,966.971158,-2224.297607,0.000000,-0.000000,-0.000000,1.000000
70,3,H,9.397748,10.674433,9.331610,1252.933743,3625.076245,-2860.931826,-0.000000,0.000000,-0.000000,1.000000
70,4,H,9.395801,9.352882,10.620938,1594.720655,-740.086221,119.036699,-0.000000,-0.000000,0.000000,1.000000
70,5,O,13.004730,9.995019,9.993692,101.263198,-35.373575,-245.515606,-0.000000,-0.000000,-0.000000,16.000000
70,6,H,13.791439,10.607172,9.992293,2251.208902,2072.600048,-1121.018147,0.000000,0.000000,-0.000000,1.000000
70,7,H,12.210667,10.598682,10.010059,-2030.064475,1181.664984,189.665197,-0.000000,0.000000,0.000000,1.000000
70,8,O,14.836990,9.999201,10.010940,40.620457,384.535882,198.186438,-0.000000,-0.000000,0.000000,16.000000
70,9,C,16.003019,10.002332,10.010841,108.982678,-248.940916,292.168121,-0.000000,0.000000,0.000000,12.000000
70,10,O,17.157227,10.000896,9.981806,496.827247,-93.026773,-595.685915,0.000000,-0.000000,-0.000000,16.000000
70,11,N,10.007542,12.986082,10.013465,-93.936606,-464.482409,404.201692,0.000000,0.000000,0.000000,14.000000
70,12,H,10.972287,13.012853,9.619940,3039.309561,811.904579,238.394330,-0.000000,-0.000000,-0.000000,1.000000
70,13,H,9.540460,13.777439,9.629881,28.505075,-1770.167852,-285.366516,-0.000000,0.000000,-0.000000,1.000000
70,14,H,9.571972,12.228811,9.625431,3491.814280,2460.450848,-401.646391,-0.000000,-0.000000,-0.000000,1.000000
70,15,H,11.350595,13.026621,9.989165,941.963382,1595.049703,55.104221,0.000000,0.000000,0.000000,1.000000
70,16,C,12.399513,12.989290,9.996394,-50.456872,-192.892757,421.624583,-0.000000,-0.000000,-0.000000,12.000000
70,17,C,13.594205,13.013917,10.010752,89.827632,318.721559,349.195076,0.000000,0.000000,0.000000,12.000000
70,18,H,14.668932,12.979493,9.982871,531.656363,-1901.221244,-999.120773,-0.000000,-0.000000,-0.000000,1.000000
70,19,H,15.361001,12.997958,10.031927,626.909858,-329.235237,2690.310811,0.000000,0.000000,0.000000,1.000000
70,20,Cl,16.621038,12.996263,10.000198,-535.860295,-98.840445,-160.890812,0.000000,-0.000000,-0.000000,35.500000
75,0,C,10.000553,10.006487,9.996785,-565.936239,-79.216712,171.561552,0.000000,0.000000,-0.000000,12.000000
75,1,H,10.654423,10.634870,10.629407,2215.522206,438.214153,-213.253679,0.000000,0.000000,0.000000,1.000000
75,2,H,10.643486,9.377156,9.332756,996.885247,949.350379,-2241.094944,0.000000,-0.000000,-0.000000,1.000000
75,3,H,9.398992,10.678067,9.328738,1236.218772,3641.661499,-2878.298215,-0.000000,0.000000,-0.000000,1.000000
75,4,H,9.397388,9.352130,10.621067,1581.464385,-760.358843,136.335198,-0.000000,-0.000000,0.000000,1.000000
75,5,O,13.004832,9.994982,9.993446,101.422063,-37.160814,-245.772203,0.000000,-0.000000,-0.000000,16.000000
75,6,H,13.793704,10.609257,9.991173,2274.700262,2094.166061,-1117.555163,0.000000,0.000000,-0.000000,1.000000
75,7,H,12.208623,10.599877,10.010247,-2051.080530,1205.365481,191.126753,-0.000000,0.000000,0.000000,1.000000
75,8,O,14.837029,9.999586,10.011138,38.695068,384.714940,197.667740,-0.000000,-0.000000,0.000000,16.000000
75,9,C,16.003127,10.002083,10.011134,106.065667,-248.147079,292.681632,-0.000000,0.000000,0.000000,12.000000
75,10,O,17.157725,10.000803,9.981211,497.627129,-91.801648,-595.119284,0.000000,-0.000000,-0.000000,16.000000
75,11,N,10.007449,12.985618,10.013870,-91.797739,-463.149240,404.917301,0.000000,0.000000,0.000000,14.000000
75,12,H,10.975313,13.013665,9.620166,3015.829017,813.265108,217.993664,-0.000000,-0.000000,-0.000000,1.000000
75,13,H,9.540479,13.775685,9.629590,12.686524,-1743.446288,-298.732343,-0.000000,0.000000,-0.000000,1.000000
75,14,H,9.575456,12.231257,9.625020,3477.188665,2435.297534,-420.735120,-0.000000,-0.000000,-0.000000,1.000000
75,15,H,11.351550,13.028218,9.989231,965.649276,1597.099227,74.961219,0.000000,0.000000,0.000000,1.000000
75,16,C,12.399461,12.989097,9.996815,-51.955933,-193.338558,420.671453,-0.000000,-0.000000,-0.000000,12.000000
75,17,C,13.594296,13.014236,10.011102,91.280461,318.596856,350.633280,0.000000,0.000000,0.000000,12.000000
75,18,H,14.669447,12.977593,9.981871,502.195415,-1899.514134,-1000.557015,-0.000000,-0.000000,-0.000000,1.000000
75,19,H,15.361644,12.997629,10.034619,655.899528,-328.914593,2693.196094,0.000000,0.000000,0.000000,1.000000
75,20,Cl,16.620503,12.996164,10.000037,-535.614284,-98.953588,-160.926575,0.000000,-0.000000,-0.000000,35.500000
80,0,C,9.999987,10.006408,9.996956,-565.980813,-78.337955,168.692537,0.000000,0.000000,-0.000000,12.000000
80,1,H,10.656648,10.635319,10.629205,2231.057689,455.329839,-195.351633,0.000000,0.000000,0.000000,1.000000
80,2,H,10.644492,9.378094,9.330506,1012.206582,929.995999,-2257.389824,0.000000,-0.000000,-0.000000,1.000000
80,3,H,9.400219,10.681720,9.325847,1221.639920,3660.847306,-2899.539645,-0.000000,0.000000,-0.000000,1.000000
80,4,H,9.398959,9.351358,10.621216,1563.967366,-777.558665,154.719229,-0.000000,-0.000000,0.000000,1.000000
80,5,O,13.004934,9.994945,9.993200,102.592251,-38.412037,-245.271466,0.000000,-0.000000,-0.000000,16.000000
80,6,H,13.795992,10.611365,9.990055,2298.265614,2115.666622,-1118.992191,0.000000,0.000000,-0.000000,1.000000
80,7,H,12.206556,10.601093,10.010441,-2076.487114,1223.672981,196.243614,-0.000000,0.000000,0.000000,1.000000
80,8,O,14.837067,9.999970,10.011335,35.972215,385.055434,197.194821,-0.000000,-0.000000,0.000000,16.000000
80,9,C,16.003231,10.001835,10.011426,102.677010,-248.030225,292.436909,-0.000000,0.000000,0.000000,12.000000
80,10,O,17.158224,10.000712,9.980616,499.933090,-91.605531,-594.425542,0.000000,-0.000000,-0.000000,16.000000
80,11,N,10.007358,12.985155,10.014276,-90.191844,-462.000517,406.127918,0.000000,0.000000,0.000000,14.000000
80,12,H,10.978314,13.014479,9.620370,2992.666790,818.380204,193.267073,-0.000000,-0.000000,-0.000000,1.000000
80,13,H,9.540481,13.773955,9.629285,-3.456865,-1722.624812,-309.579244,-0.000000,0.000000,-0.000000,1.000000
80,14,H,9.578925,12.233679,9.624593,3462.224311,2413.475693,-430.704442,-0.000000,-0.000000,-0.000000,1.000000
80,15,H,11.352528,13.029813,9.989318,985.907980,1593.442217,94.848668,0.000000,0.000000,0.000000,1.000000
80,16,C,12.399408,12.988903,9.997235,-54.530638,-193.567070,420.976176,-0.000000,-0.000000,-0.000000,12.000000
80,17,C,13.594388,13.014554,10.011453,92.489900,318.401402,351.620775,0.000000,0.000000,0.000000,12.000000
80,18,H,14.669931,12.975694,9.980870,473.705756,-1899.186482,-1001.780542,-0.000000,-0.000000,-0.000000,1.000000
80,19,H,15.362318,12.997301,10.037313,683.020249,-324.253766,2696.105091,0.000000,0.000000,0.000000,1.000000
80,20,Cl,16.619968,12.996065,9.999876,-534.900619,-98.914278,-160.580720,0.000000,-0.000000,-0.000000,35.500000
85,0,C,9.999422,10.006330,9.997123,-565.576858,-77.467369,166.387799,0.000000,0.000000,-0.000000,12.000000
85,1,H,10.658888,10.635783,10.629019,2244.851904,471.217527,-179.901970,0.000000,0.000000,0.000000,1.000000
85,2,H,10.645513,9.379015,9.328236,1027.572501,917.709916,-2278.948827,0.000000,-0.000000,-0.000000,1.000000
85,3,H,9.401429,10.685390,9.322935,1203.372267,3677.260120,-2920.636249,-0.000000,0.000000,-0.000000,1.000000
85,4,H,9.400511,9.350571,10.621383,1544.578571,-792.838324,176.280899,-0.000000,-0.000000,0.000000,1.000000
85,5,O,13.005036,9.994905,9.992955,102.284571,-40.517570,-245.382214,0.000000,-0.000000,-0.000000,16.000000
85,6,H,13.798303,10.613494,9.988936,2320.506569,2138.457214,-1118.233269,0.000000,0.000000,-0.000000,1.000000
85,7,H,12.204467,10.602330,10.010639,-2097.148289,1246.645109,200.395631,-0.000000,0.000000,0.000000,1.000000
85,8,O,14.837102,10.000355,10.011533,34.679631,384.837376,197.960303,-0.000000,-0.000000,0.000000,16.000000
85,9,C,16.003332,10.001587,10.011719,99.607638,-247.673600,292.407948,-0.000000,0.000000,0.000000,12.000000
85,10,O,17.158725,10.000620,9.980021,502.017746,-92.043020,-594.335605,0.000000,-0.000000,-0.000000,16.000000
85,11,N,10.007269,12.984694,10.014683,-88.847507,-461.090504,407.153937,0.000000,0.000000,0.000000,14.000000
85,12,H,10.981295,13.015297,9.620552,2972.151191,814.475067,174.682289,-0.000000,-0.000000,-0.000000,1.000000
85,13,H,9.540471,13.772247,9.628969,-15.415087,-1697.558866,-320.300130,-0.000000,0.000000,-0.000000,1.000000
85,14,H,9.582378,12.236078,9.624153,3448.096921,2387.783280,-444.534499,-0.000000,-0.000000,-0.000000,1.000000
85,15,H,11.353526,13.031406,9.989426,1007.614157,1592.671980,116.002252,0.000000,0.000000,0.000000,1.000000
85,16,C,12.399351,12.988709,9.997656,-57.238943,-194.669910,419.986116,-0.000000,-0.000000,-0.000000,12.000000
85,17,C,13.594482,13.014872,10.011804,95.132212,318.890680,350.502662,0.000000,0.000000,0.000000,12.000000
85,18,H,14.670385,12.973795,9.979868,442.368252,-1902.515366,-1002.274752,-0.000000,-0.000000,-0.000000,1.000000
85,19,H,15.363019,12.996977,10.040011,714.928808,-324.266368,2700.179715,0.000000,0.000000,0.000000,1.000000
85,20,Cl,16.619433,12.995966,9.999715,-533.383508,-98.366401,-160.637140,0.000000,-0.000000,-0.000000,35.500000
90,0,C,9.998855,10.006254,9.997288,-566.442624,-75.909867,164.210501,0.000000,0.000000,-0.000000,12.000000
90,1,H,10.661144,10.636264,10.628849,2264.634252,488.231064,-164.400033,0.000000,0.000000,0.000000,1.000000
90,2,H,10.646551,9.379923,9.325946,1046.930362,904.326851,-2300.604285,0.000000,-0.000000,-0.000000,1.000000
90,3,H,9.402622,10.689077,9.320004,1187.500614,3691.433665,-2938.434712,-0.000000,0.000000,-0.000000,1.000000
90,4,H,9.402045,9.349767,10.621570,1526.435008,-811.349847,191.854776,-0.000000,-0.000000,0.000000,1.000000
90,5,O,13.005138,9.994863,9.992710,101.981624,-43.763759,-244.127088,0.000000,-0.000000,-0.000000,16.000000
90,6,H,13.800638,10.615643,9.987818,2345.659028,2158.794872,-1116.373789,0.000000,0.000000,-0.000000,1.000000
90,7,H,12.202357,10.603587,10.010841,-2117.226530,1264.389483,202.759231,-0.000000,0.000000,0.000000,1.000000
90,8,O,14.837135,10.000740,10.011731,33.209332,385.017632,198.228547,-0.000000,-0.000000,0.000000,16.000000
90,9,C,16.003430,10.001340,10.012012,97.013950,-247.854606,292.702958,-0.000000,0.000000,0.000000,12.000000
90,10,O,17.159229,10.000528,9.979427,505.061110,-92.600551,-593.283342,0.000000,-0.000000,-0.000000,16.000000
90,11,N,10.007181,12.984233,10.015092,-86.255146,-459.649158,409.639666,0.000000,0.000000,0.000000,14.000000
90,12,H,10.984254,13.016112,9.620713,2948.751048,816.278359,149.292999,-0.000000,-0.000000,-0.000000,1.000000
90,13,H,9.540448,13.770563,9.628641,-29.664618,-1672.897799,-334.560934,-0.000000,0.000000,-0.000000,1.000000
90,14,H,9.585820,12.238452,9.623701,3434.038861,2365.595138,-459.486670,-0.000000,-0.000000,-0.000000,1.000000
90,15,H,11.354547,13.033000,9.989554,1029.844418,1595.308986,134.058399,0.000000,0.000000,0.000000,1.000000
90,16,C,12.399293,12.988514,9.998076,-60.211896,-195.867454,420.313474,-0.000000,-0.000000,-0.000000,12.000000
90,17,C,13.594578,13.015191,10.012155,96.898080,319.036641,351.093225,0.000000,0.000000,0.000000,12.000000
90,18,H,14.670810,12.971890,9.978864,412.528771,-1906.071553,-1004.458826,-0.000000,-0.000000,-0.000000,1.000000
90,19,H,15.363753,12.996654,10.042714,744.793758,-321.620874,2702.841617,0.000000,0.000000,0.000000,1.000000
90,20,Cl,16.618900,12.995868,9.999555,-532.758083,-98.656305,-160.617898,0.000000,-0.000000,-0.000000,35.500000
95,0,C,9.998289,10.006179,9.997451,-565.844748,-74.037803,162.116005,0.000000,0.000000,-0.000000,12.000000
95,1,H,10.663419,10.636765,10.628695,2280.987494,509.608784,-146.192425,0.000000,0.000000,0.000000,1.000000
95,2,H,10.647610,9.380819,9.323632,1066.981262,890.219739,-2322.665943,0.000000,-0.000000,-0.000000,1.000000
95,3,H,9.403802,10.692780,9.317053,1176.288099,3708.235373,-2959.193259,-0.000000,0.000000,-0.000000,1.000000
95,4,H,9.403562,9.348946,10.621773,1508.607183,-825.447232,212.178338,-0.000000,-0.000000,0.000000,1.000000
95,5,O,13.005241,9.994818,9.992466,102.337095,-44.933747,-244.027917,0.000000,-0.000000,-0.000000,16.000000
95,6,H,13.802997,10.617815,9.986701,2370.312777,2180.688314,-1116.102248,0.000000,0.000000,-0.000000,1.000000
95,7,H,12.200225,10.604862,10.011045,-2141.489962,1281.039709,205.023093,-0.000000,0.000000,0.000000,1.000000
95,8,O,14.837167,10.001125,10.011929,30.583941,384.603694,198.065785,-0.000000,-0.000000,0.000000,16.000000
95,9,C,16.003525,10.001092,10.012305,93.820857,-248.593573,293.240161,-0.000000,0.000000,0.000000,12.000000
95,10,O,17.159735,10.000435,9.978833,506.327617,-93.081310,-594.054854,0.000000,-0.000000,-0.000000,16.000000
95,11,N,10.007095,12.983774,10.015503,-85.430748,-459.698626,411.318907,0.000000,0.000000,0.000000,14.000000
95,12,H,10.987190,13.016928,9.620849,2926.827999,816.657191,126.312832,-0.000000,-0.000000,-0.000000,1.000000
95,13,H,9.540409,13.768904,9.628300,-44.299089,-1650.927317,-344.206262,-0.000000,0.000000,-0.000000,1.000000
95,14,H,9.589246,12.240803,9.623234,3421.706264,2342.996563,-472.280712,-0.000000,-0.000000,-0.000000,1.000000
95,15,H,11.355589,13.034594,9.989699,1050.351529,1593.709836,152.609514,0.000000,0.000000,0.000000,1.000000
95,16,C,12.399230,12.988317,9.998496,-63.962639,-196.563625,419.400936,-0.000000,-0.000000,-0.000000,12.000000
95,17,C,13.594676,13.015510,10.012507,99.588170,318.426186,351.834900,0.000000,0.000000,0.000000,12.000000
95,18,H,14.671205,12.969984,9.977859,383.895862,-1908.463334,-1003.921642,-0.000000,-0.000000,-0.000000,1.000000
95,19,H,15.364515,12.996335,10.045419,772.006272,-316.118336,2707.639420,0.000000,0.000000,0.000000,1.000000
95,20,Cl,16.618368,12.995769,9.999394,-532.307422,-98.927300,-160.410332,0.000000,-0.000000,-0.000000,35.500000
100,0,C,9.997723,10.006106,9.997612,-565.922389,-72.453604,159.316001,0.000000,0.000000,-0.000000,12.000000
100,1,H,10.665709,10.637287,10.628560,2296.002696,530.155513,-130.949883,0.000000,0.000000,0.000000,1.000000
100,2,H,10.648687,9.381700,9.321299,1084.367579,871.297485,-2344.704133,0.000000,-0.000000,-0.000000,1.000000
100,3,H,9.404970,10.696500,9.314083,1161.882949,3727.962116,-2977.204195,-0.000000,0.000000,-0.000000,1.000000
100,4,H,9.405060,9.348108,10.621995,1490.631238,-847.662103,230.208638,-0.000000,-0.000000,0.000000,1.000000
100,5,O,13.005343,9.994772,9.992222,101.823622,-47.169363,-244.310369,0.000000,-0.000000,-0.000000,16.000000
100,6,H,13.805381,10.620009,9.985584,2393.321001,2203.529033,-1118.491763,0.000000,0.000000,-0.000000,1.000000
100,7,H,12.198070,10.606153,10.011250,-2161.411943,1297.792579,204.480942,-0.000000,0.000000,0.000000,1.000000
100,8,O,14.837196,10.001509,10.012127,27.931080,383.760200,197.515737,-0.000000,-0.000000,0.000000,16.000000
100,9,C,16.003618,10.000843,10.012599,92.220052,-248.608881,294.507813,-0.000000,-0.000000,0.000000,12.000000
100,10,O,17.160242,10.000341,9.978239,508.900274,-94.496324,-593.896419,0.000000,-0.000000,-0.000000,16.000000
100,11,N,10.007010,12.983315,10.015915,-84.688461,-458.826432,412.948905,0.000000,0.000000,0.000000,14.000000
100,12,H,10.990105,13.017743,9.620965,2906.135751,809.770298,109.770834,-0.000000,-0.000000,-0.000000,1.000000
100,13,H,9.540355,13.767268,9.627949,-61.233587,-1627.452093,-355.673759,-0.000000,0.000000,-0.000000,1.000000
100,14,H,9.592661,12.243132,9.622754,3409.037246,2320.154037,-480.534632,-0.000000,-0.000000,-0.000000,1.000000
100,15,H,11.356653,13.036189,9.989865,1072.209004,1594.808212,176.915608,0.000000,0.000000,0.000000,1.000000
100,16,C,12.399164,12.988119,9.998915,-68.156039,-198.338872,419.316251,-0.000000,-0.000000,-0.000000,12.000000
100,17,C,13.594778,13.015828,10.012859,102.428242,318.140614,351.585589,0.000000,0.000000,0.000000,12.000000
100,18,H,14.671571,12.968075,9.976854,353.210993,-1910.638510,-1004.001230,-0.000000,-0.000000,-0.000000,1.000000
100,19,H,15.365304,12.996019,10.048127,801.757407,-315.310640,2706.849983,0.000000,0.000000,0.000000,1.000000
100,20,Cl,16.617837,12.995670,9.999234,-530.994014,-98.852789,-159.983441,0.000000,-0.000000,-0.000000,35.500000
105,0,C,9.997158,10.006034,9.997771,-565.267320,-71.550684,158.078794,0.000000,0.000000,-0.000000,12.000000
105,1,H,10.668016,10.637827,10.628439,2316.064802,547.203806,-110.996359,0.000000,0.000000,0.000000,1.000000
105,2,H,10.649782,9.382562,9.318944,1103.332285,855.742556,-2362.021306,0.000000,-0.000000,-0.000000,1.000000
105,3,H,9.406123,10.700239,9.311095,1147.144053,3748.016029,-2996.315266,-0.000000,0.000000,-0.000000,1.000000
105,4,H,9.406541,9.347250,10.622238,1475.494039,-865.871676,251.341520,-0.000000,-0.000000,0.000000,1.000000
105,5,O,13.005445,9.994723,9.991978,101.960047,-49.488796,-244.128077,0.000000,-0.000000,-0.000000,16.000000
105,6,H,13.807785,10.622225,9.984466,2412.528839,2224.929424,-1118.758525,0.000000,0.000000,-0.000000,1.000000
105,7,H,12.195893,10.607462,10.011454,-2188.492516,1313.697147,202.292792,-0.000000,0.000000,0.000000,1.000000
105,8,O,14.837223,10.001893,10.012325,25.521842,383.716310,198.174043,-0.000000,-0.000000,0.000000,16.000000
105,9,C,16.003708,10.000593,10.012894,88.286016,-250.510691,296.651510,-0.000000,-0.000000,0.000000,12.000000
105,10,O,17.160752,10.000247,9.977645,510.258968,-94.587540,-594.154509,0.000000,-0.000000,-0.000000,16.000000
105,11,N,10.006927,12.982857,10.016329,-83.174436,-456.393735,413.400215,0.000000,0.000000,0.000000,14.000000
105,12,H,10.992997,13.018551,9.621062,2880.579430,805.426919,87.961861,-0.000000,-0.000000,-0.000000,1.000000
105,13,H,9.540286,13.765654,9.627586,-75.465646,-1602.148727,-367.603429,-0.000000,0.000000,-0.000000,1.000000
105,14,H,9.596064,12.245439,9.622265,3397.623196,2297.330012,-495.716593,-0.000000,-0.000000,-0.000000,1.000000
105,15,H,11.357738,13.037784,9.990053,1095.240033,1595.908055,194.510722,0.000000,0.000000,0.000000,1.000000
105,16,C,12.399095,12.987920,9.999335,-69.765632,-199.603392,419.320882,-0.000000,-0.000000,-0.000000,12.000000
105,17,C,13.594881,13.016146,10.013211,103.545658,318.053476,352.130358,0.000000,0.000000,0.000000,12.000000
105,18,H,14.671904,12.966162,9.975848,320.705656,-1914.467107,-1009.751400,-0.000000,-0.000000,-0.000000,1.000000
105,19,H,15.366124,12.995702,10.050836,834.513296,-315.799055,2709.931487,0.000000,0.000000,0.000000,1.000000
105,20,Cl,16.617306,12.995571,9.999073,-530.805469,-98.978361,-160.446689,0.000000,0.000000,-0.000000,35.500000
110,0,C,9.996593,10.005963,9.997928,-565.031161,-70.073721,155.831508,0.000000,0.000000,-0.000000,12.000000
110,1,H,10.670345,10.638383,10.628339,2337.069598,559.728014,-94.658567,0.000000,0.000000,0.000000,1.000000
