step,molecule_id,molecule_type,measurement_type,measurement_id,value,equilibrium,deviation
85,3,ammonia,angle,2,106.114757,107.000000,0.885243
85,4,acetylene,bond,0,1.056503,1.060000,0.003497
85,4,acetylene,bond,1,1.189985,1.200000,0.010015
85,4,acetylene,bond,2,1.073016,1.060000,0.013016
85,4,acetylene,angle,0,179.046351,180.000000,0.953649
85,4,acetylene,angle,1,178.594245,180.000000,1.405755
85,5,hcl,bond,0,1.210876,1.270000,0.059124
90,0,methane,bond,0,1.056737,1.090000,0.033263
90,0,methane,bond,1,1.132827,1.090000,0.042827
90,0,methane,bond,2,1.098213,1.090000,0.008213
90,0,methane,bond,3,1.089622,1.090000,0.000378
90,0,methane,angle,0,105.527496,109.500000,3.972504
90,0,methane,angle,1,112.239141,109.500000,2.739141
90,0,methane,angle,2,110.816648,109.500000,1.316648
90,0,methane,angle,3,112.074565,109.500000,2.574565
90,0,methane,angle,4,109.940809,109.500000,0.440809
90,0,methane,angle,5,106.309311,109.500000,3.190689
90,1,water,bond,0,0.935176,0.960000,0.024824
90,1,water,bond,1,0.989842,0.960000,0.029842
90,1,water,angle,0,105.513068,104.500000,1.013068
90,2,co2,bond,0,1.162386,1.160000,0.002386
90,2,co2,bond,1,1.157890,1.160000,0.002110
90,2,co2,angle,0,179.240755,180.000000,0.759245
90,3,ammonia,bond,0,0.990945,1.010000,0.019055
90,3,ammonia,bond,1,1.060031,1.010000,0.050031
90,3,ammonia,bond,2,1.019822,1.010000,0.009822
90,3,ammonia,angle,0,108.899370,107.000000,1.899370
90,3,ammonia,angle,1,106.686489,107.000000,0.313511
90,3,ammonia,angle,2,106.056695,107.000000,0.943305
90,4,acetylene,bond,0,1.055846,1.060000,0.004154
90,4,acetylene,bond,1,1.189468,1.200000,0.010532
90,4,acetylene,bond,2,1.072415,1.060000,0.012415
90,4,acetylene,angle,0,179.057233,180.000000,0.942767
90,4,acetylene,angle,1,178.554401,180.000000,1.445599
90,5,hcl,bond,0,1.207843,1.270000,0.062157
95,0,methane,bond,0,1.055660,1.090000,0.034340
95,0,methane,bond,1,1.135189,1.090000,0.045189
95,0,methane,bond,2,1.099037,1.090000,0.009037
95,0,methane,bond,3,1.091130,1.090000,0.001130
95,0,methane,angle,0,105.290865,109.500000,4.209135
95,0,methane,angle,1,112.394373,109.500000,2.894373
95,0,methane,angle,2,110.847770,109.500000,1.347770
95,0,methane,angle,3,112.279650,109.500000,2.779650
95,0,methane,angle,4,109.964881,109.500000,0.464881
95,0,methane,angle,5,106.138434,109.500000,3.361566
95,1,water,bond,0,0.934634,0.960000,0.025366
95,1,water,bond,1,0.991158,0.960000,0.031158
95,1,water,angle,0,105.566812,104.500000,1.066812
95,2,co2,bond,0,1.162417,1.160000,0.002417
95,2,co2,bond,1,1.158315,1.160000,0.001685
95,2,co2,angle,0,179.213638,180.000000,0.786362
95,3,ammonia,bond,0,0.990613,1.010000,0.019387
95,3,ammonia,bond,1,1.063937,1.010000,0.053937
95,3,ammonia,bond,2,1.020469,1.010000,0.010469
95,3,ammonia,angle,0,108.952489,107.000000,1.952489
95,3,ammonia,angle,1,106.660044,107.000000,0.339956
95,3,ammonia,angle,2,105.998248,107.000000,1.001752
95,4,acetylene,bond,0,1.055143,1.060000,0.004857
95,4,acetylene,bond,1,1.188962,1.200000,0.011038
95,4,acetylene,bond,2,1.071748,1.060000,0.011748
95,4,acetylene,angle,0,179.069868,180.000000,0.930132
95,4,acetylene,angle,1,178.513730,180.000000,1.486270
95,5,hcl,bond,0,1.204755,1.270000,0.065245
100,0,methane,bond,0,1.054656,1.090000,0.035344
100,0,methane,bond,1,1.137618,1.090000,0.047618
100,0,methane,bond,2,1.099942,1.090000,0.009942
100,0,methane,bond,3,1.092704,1.090000,0.002704
100,0,methane,angle,0,105.054870,109.500000,4.445130
100,0,methane,angle,1,112.549435,109.500000,3.049435
100,0,methane,angle,2,110.879140,109.500000,1.379140
100,0,methane,angle,3,112.484644,109.500000,2.984644
100,0,methane,angle,4,109.988304,109.500000,0.488304
100,0,methane,angle,5,105.967812,109.500000,3.532188
100,1,water,bond,0,0.934159,0.960000,0.025841
100,1,water,bond,1,0.992533,0.960000,0.032533
100,1,water,angle,0,105.619727,104.500000,1.119727
100,2,co2,bond,0,1.162447,1.160000,0.002447
100,2,co2,bond,1,1.158748,1.160000,0.001252
100,2,co2,angle,0,179.186345,180.000000,0.813655
100,3,ammonia,bond,0,0.990271,1.010000,0.019729
100,3,ammonia,bond,1,1.067904,1.010000,0.057904
100,3,ammonia,bond,2,1.021183,1.010000,0.011183
100,3,ammonia,angle,0,109.003863,107.000000,2.003863
100,3,ammonia,angle,1,106.630917,107.000000,0.369083
100,3,ammonia,angle,2,105.939519,107.000000,1.060481
100,4,acetylene,bond,0,1.054395,1.060000,0.005605
100,4,acetylene,bond,1,1.188467,1.200000,0.011533
100,4,acetylene,bond,2,1.071017,1.060000,0.011017
100,4,acetylene,angle,0,179.084490,180.000000,0.915510
100,4,acetylene,angle,1,178.472530,180.000000,1.527470
100,5,hcl,bond,0,1.201609,1.270000,0.068391
105,0,methane,bond,0,1.053722,1.090000,0.036278
105,0,methane,bond,1,1.140117,1.090000,0.050117
105,0,methane,bond,2,1.100924,1.090000,0.010924
105,0,methane,bond,3,1.094339,1.090000,0.004339
105,0,methane,angle,0,104.819263,109.500000,4.680737
105,0,methane,angle,1,112.704182,109.500000,3.204182
105,0,methane,angle,2,110.910961,109.500000,1.410961
105,0,methane,angle,3,112.689586,109.500000,3.189586
105,0,methane,angle,4,110.010993,109.500000,0.510993
105,0,methane,angle,5,105.797677,109.500000,3.702323
105,1,water,bond,0,0.933753,0.960000,0.026247
105,1,water,bond,1,0.993971,0.960000,0.033971
105,1,water,angle,0,105.671734,104.500000,1.171734
105,2,co2,bond,0,1.162477,1.160000,0.002477
105,2,co2,bond,1,1.159190,1.160000,0.000810
105,2,co2,angle,0,179.158843,180.000000,0.841157
105,3,ammonia,bond,0,0.989919,1.010000,0.020081
105,3,ammonia,bond,1,1.071928,1.010000,0.061928
105,3,ammonia,bond,2,1.021961,1.010000,0.011961
105,3,ammonia,angle,0,109.053071,107.000000,2.053071
105,3,ammonia,angle,1,106.599200,107.000000,0.400800
105,3,ammonia,angle,2,105.880446,107.000000,1.119554
105,4,acetylene,bond,0,1.053602,1.060000,0.006398
105,4,acetylene,bond,1,1.187981,1.200000,0.012019
105,4,acetylene,bond,2,1.070219,1.060000,0.010219
105,4,acetylene,angle,0,179.101301,180.000000,0.898699
105,4,acetylene,angle,1,178.430759,180.000000,1.569241
105,5,hcl,bond,0,1.198407,1.270000,0.071593
110,0,methane,bond,0,1.052859,1.090000,0.037141
110,0,methane,bond,1,1.142682,1.090000,0.052682
110,0,methane,bond,2,1.101985,1.090000,0.011985
110,0,methane,bond,3,1.096038,1.090000,0.006038
110,0,methane,angle,0,104.584226,109.500000,4.915774
110,0,methane,angle,1,112.858648,109.500000,3.358648
110,0,methane,angle,2,110.942800,109.500000,1.442800
110,0,methane,angle,3,112.894312,109.500000,3.394312
110,0,methane,angle,4,110.033224,109.500000,0.533224
110,0,methane,angle,5,105.628119,109.500000,3.871881
110,1,water,bond,0,0.933412,0.960000,0.026588
110,1,water,bond,1,0.995470,0.960000,0.035470
110,1,water,angle,0,105.722711,104.500000,1.222711
110,2,co2,bond,0,1.162505,1.160000,0.002505
110,2,co2,bond,1,1.159642,1.160000,0.000358
110,2,co2,angle,0,179.131148,180.000000,0.868852
110,3,ammonia,bond,0,0.989559,1.010000,0.020441
110,3,ammonia,bond,1,1.076010,1.010000,0.066010
110,3,ammonia,bond,2,1.022805,1.010000,0.012805
110,3,ammonia,angle,0,109.100447,107.000000,2.100447
110,3,ammonia,angle,1,106.564519,107.000000,0.435481
110,3,ammonia,angle,2,105.821222,107.000000,1.178778
110,4,acetylene,bond,0,1.052760,1.060000,0.007240
110,4,acetylene,bond,1,1.187506,1.200000,0.012494
110,4,acetylene,bond,2,1.069355,1.060000,0.009355
110,4,acetylene,angle,0,179.120203,180.000000,0.879797
110,4,acetylene,angle,1,178.388459,180.000000,1.611541
110,5,hcl,bond,0,1.195148,1.270000,0.074852
115,0,methane,bond,0,1.052068,1.090000,0.037932
115,0,methane,bond,1,1.145315,1.090000,0.055315
115,0,methane,bond,2,1.103123,1.090000,0.013123
115,0,methane,bond,3,1.097800,1.090000,0.007800
115,0,methane,angle,0,104.349868,109.500000,5.150132
115,0,methane,angle,1,113.013139,109.500000,3.513139
115,0,methane,angle,2,110.974657,109.500000,1.474657
115,0,methane,angle,3,113.098569,109.500000,3.598569
115,0,methane,angle,4,110.055070,109.500000,0.555070
115,0,methane,angle,5,105.458904,109.500000,4.041096
115,1,water,bond,0,0.933139,0.960000,0.026861
115,1,water,bond,1,0.997033,0.960000,0.037033
115,1,water,angle,0,105.772565,104.500000,1.272565
115,2,co2,bond,0,1.162530,1.160000,0.002530
115,2,co2,bond,1,1.160104,1.160000,0.000104
115,2,co2,angle,0,179.103286,180.000000,0.896714
115,3,ammonia,bond,0,0.989193,1.010000,0.020807
115,3,ammonia,bond,1,1.080152,1.010000,0.070152
115,3,ammonia,bond,2,1.023718,1.010000,0.013718
115,3,ammonia,angle,0,109.145899,107.000000,2.145899
115,3,ammonia,angle,1,106.526908,107.000000,0.473092
115,3,ammonia,angle,2,105.761864,107.000000,1.238136
115,4,acetylene,bond,0,1.051873,1.060000,0.008127
115,4,acetylene,bond,1,1.187042,1.200000,0.012958
115,4,acetylene,bond,2,1.068426,1.060000,0.008426
115,4,acetylene,angle,0,179.140875,180.000000,0.859125
115,4,acetylene,angle,1,178.345548,180.000000,1.654452
115,5,hcl,bond,0,1.191832,1.270000,0.078168
120,0,methane,bond,0,1.051348,1.090000,0.038652
120,0,methane,bond,1,1.148015,1.090000,0.058015
120,0,methane,bond,2,1.104338,1.090000,0.014338
120,0,methane,bond,3,1.099623,1.090000,0.009623
120,0,methane,angle,0,104.116121,109.500000,5.383879
120,0,methane,angle,1,113.167294,109.500000,3.667294
120,0,methane,angle,2,111.006814,109.500000,1.506814
120,0,methane,angle,3,113.302493,109.500000,3.802493
120,0,methane,angle,4,110.076324,109.500000,0.576324
120,0,methane,angle,5,105.290244,109.500000,4.209756
120,1,water,bond,0,0.932935,0.960000,0.027065
120,1,water,bond,1,0.998657,0.960000,0.038657
120,1,water,angle,0,105.821252,104.500000,1.321252
120,2,co2,bond,0,1.162555,1.160000,0.002555
120,2,co2,bond,1,1.160574,1.160000,0.000574
120,2,co2,angle,0,179.075215,180.000000,0.924785
120,3,ammonia,bond,0,0.988822,1.010000,0.021178
120,3,ammonia,bond,1,1.084351,1.010000,0.074351
120,3,ammonia,bond,2,1.024699,1.010000,0.014699
120,3,ammonia,angle,0,109.189253,107.000000,2.189253
120,3,ammonia,angle,1,106.486575,107.000000,0.513425
120,3,ammonia,angle,2,105.702208,107.000000,1.297792
120,4,acetylene,bond,0,1.050941,1.060000,0.009059
120,4,acetylene,bond,1,1.186590,1.200000,0.013410
120,4,acetylene,bond,2,1.067430,1.060000,0.007430
120,4,acetylene,angle,0,179.163449,180.000000,0.836551
120,4,acetylene,angle,1,178.302021,180.000000,1.697979
120,5,hcl,bond,0,1.188462,1.270000,0.081538
125,0,methane,bond,0,1.050700,1.090000,0.039300
125,0,methane,bond,1,1.150780,1.090000,0.060780
125,0,methane,bond,2,1.105630,1.090000,0.015630
125,0,methane,bond,3,1.101508,1.090000,0.011508
125,0,methane,angle,0,103.882919,109.500000,5.617081
125,0,methane,angle,1,113.321488,109.500000,3.821488
125,0,methane,angle,2,111.039237,109.500000,1.539237
125,0,methane,angle,3,113.505811,109.500000,4.005811
125,0,methane,angle,4,110.096935,109.500000,0.596935
125,0,methane,angle,5,105.122173,109.500000,4.377827
125,1,water,bond,0,0.932802,0.960000,0.027198
125,1,water,bond,1,1.000343,0.960000,0.040343
125,1,water,angle,0,105.868963,104.500000,1.368963
125,2,co2,bond,0,1.162579,1.160000,0.002579
125,2,co2,bond,1,1.161054,1.160000,0.001054
125,2,co2,angle,0,179.046872,180.000000,0.953128
125,3,ammonia,bond,0,0.988446,1.010000,0.021554
125,3,ammonia,bond,1,1.088607,1.010000,0.078607
125,3,ammonia,bond,2,1.025750,1.010000,0.015750
125,3,ammonia,angle,0,109.230766,107.000000,2.230766
125,3,ammonia,angle,1,106.443556,107.000000,0.556444
125,3,ammonia,angle,2,105.642381,107.000000,1.357619
125,4,acetylene,bond,0,1.049960,1.060000,0.010040
125,4,acetylene,bond,1,1.186148,1.200000,0.013852
125,4,acetylene,bond,2,1.066370,1.060000,0.006370
125,4,acetylene,angle,0,179.188132,180.000000,0.811868
125,4,acetylene,angle,1,178.257933,180.000000,1.742067
125,5,hcl,bond,0,1.185035,1.270000,0.084965
130,0,methane,bond,0,1.050123,1.090000,0.039877
130,0,methane,bond,1,1.153607,1.090000,0.063607
130,0,methane,bond,2,1.107000,1.090000,0.017000
130,0,methane,bond,3,1.103457,1.090000,0.013457
130,0,methane,angle,0,103.650438,109.500000,5.849562
130,0,methane,angle,1,113.475473,109.500000,3.975473
130,0,methane,angle,2,111.071693,109.500000,1.571693
130,0,methane,angle,3,113.708646,109.500000,4.208646
130,0,methane,angle,4,110.117114,109.500000,0.617114
130,0,methane,angle,5,104.954658,109.500000,4.545342
130,1,water,bond,0,0.932735,0.960000,0.027265
130,1,water,bond,1,1.002093,0.960000,0.042093
130,1,water,angle,0,105.915962,104.500000,1.415962
130,2,co2,bond,0,1.162604,1.160000,0.002604
130,2,co2,bond,1,1.161543,1.160000,0.001543
130,2,co2,angle,0,179.018222,180.000000,0.981778
130,3,ammonia,bond,0,0.988061,1.010000,0.021939
130,3,ammonia,bond,1,1.092920,1.010000,0.082920
130,3,ammonia,bond,2,1.026868,1.010000,0.016868
130,3,ammonia,angle,0,109.270457,107.000000,2.270457
130,3,ammonia,angle,1,106.397440,107.000000,0.602560
130,3,ammonia,angle,2,105.582230,107.000000,1.417770
130,4,acetylene,bond,0,1.048930,1.060000,0.011070
130,4,acetylene,bond,1,1.185717,1.200000,0.014283
130,4,acetylene,bond,2,1.065244,1.060000,0.005244
130,4,acetylene,angle,0,179.214892,180.000000,0.785108
130,4,acetylene,angle,1,178.213287,180.000000,1.786713
130,5,hcl,bond,0,1.181551,1.270000,0.088449
135,0,methane,bond,0,1.049618,1.090000,0.040382
135,0,methane,bond,1,1.156500,1.090000,0.066500
135,0,methane,bond,2,1.108447,1.090000,0.018447
135,0,methane,bond,3,1.105468,1.090000,0.015468
135,0,methane,angle,0,103.418540,109.500000,6.081460
135,0,methane,angle,1,113.629340,109.500000,4.129340
135,0,methane,angle,2,111.104162,109.500000,1.604162
135,0,methane,angle,3,113.911126,109.500000,4.411126
135,0,methane,angle,4,110.136636,109.500000,0.636636
135,0,methane,angle,5,104.787842,109.500000,4.712158
135,1,water,bond,0,0.932735,0.960000,0.027265
135,1,water,bond,1,1.003906,0.960000,0.043906
135,1,water,angle,0,105.962026,104.500000,1.462026
135,2,co2,bond,0,1.162629,1.160000,0.002629
135,2,co2,bond,1,1.162040,1.160000,0.002040
135,2,co2,angle,0,178.989165,180.000000,1.010835
135,3,ammonia,bond,0,0.987669,1.010000,0.022331
135,3,ammonia,bond,1,1.097290,1.010000,0.087290
135,3,ammonia,bond,2,1.028054,1.010000,0.018054
135,3,ammonia,angle,0,109.308249,107.000000,2.308249
135,3,ammonia,angle,1,106.348267,107.000000,0.651733
135,3,ammonia,angle,2,105.521926,107.000000,1.478074
135,4,acetylene,bond,0,1.047853,1.060000,0.012147
135,4,acetylene,bond,1,1.185296,1.200000,0.014704
135,4,acetylene,bond,2,1.064050,1.060000,0.004050
135,4,acetylene,angle,0,179.243523,180.000000,0.756477
135,4,acetylene,angle,1,178.168117,180.000000,1.831883
135,5,hcl,bond,0,1.178008,1.270000,0.091992
140,0,methane,bond,0,1.049184,1.090000,0.040816
140,0,methane,bond,1,1.159459,1.090000,0.069459
140,0,methane,bond,2,1.109970,1.090000,0.019970
140,0,methane,bond,3,1.107543,1.090000,0.017543
140,0,methane,angle,0,103.187330,109.500000,6.312670
140,0,methane,angle,1,113.783321,109.500000,4.283321
140,0,methane,angle,2,111.136525,109.500000,1.636525
140,0,methane,angle,3,114.112921,109.500000,4.612921
140,0,methane,angle,4,110.155403,109.500000,0.655403
140,0,methane,angle,5,104.621903,109.500000,4.878097
140,1,water,bond,0,0.932805,0.960000,0.027195
140,1,water,bond,1,1.005783,0.960000,0.045783
140,1,water,angle,0,106.007120,104.500000,1.507120
140,2,co2,bond,0,1.162656,1.160000,0.002656
140,2,co2,bond,1,1.162542,1.160000,0.002542
140,2,co2,angle,0,178.959700,180.000000,1.040300
140,3,ammonia,bond,0,0.987270,1.010000,0.022730
140,3,ammonia,bond,1,1.101719,1.010000,0.091719
140,3,ammonia,bond,2,1.029308,1.010000,0.019308
140,3,ammonia,angle,0,109.344127,107.000000,2.344127
140,3,ammonia,angle,1,106.296185,107.000000,0.703815
140,3,ammonia,angle,2,105.461389,107.000000,1.538611
140,4,acetylene,bond,0,1.046730,1.060000,0.013270
140,4,acetylene,bond,1,1.184885,1.200000,0.015115
140,4,acetylene,bond,2,1.062791,1.060000,0.002791
140,4,acetylene,angle,0,179.273854,180.000000,0.726146
140,4,acetylene,angle,1,178.122278,180.000000,1.877722
140,5,hcl,bond,0,1.174406,1.270000,0.095594
145,0,methane,bond,0,1.048819,1.090000,0.041181
145,0,methane,bond,1,1.162483,1.090000,0.072483
145,0,methane,bond,2,1.111569,1.090000,0.021569
145,0,methane,bond,3,1.109683,1.090000,0.019683
145,0,methane,angle,0,102.956660,109.500000,6.543340
145,0,methane,angle,1,113.937078,109.500000,4.437078
145,0,methane,angle,2,111.168906,109.500000,1.668906
145,0,methane,angle,3,114.314211,109.500000,4.814211
145,0,methane,angle,4,110.173610,109.500000,0.673610
145,0,methane,angle,5,104.456846,109.500000,5.043154
145,1,water,bond,0,0.932946,0.960000,0.027054
145,1,water,bond,1,1.007722,0.960000,0.047722
145,1,water,angle,0,106.051454,104.500000,1.551454
145,2,co2,bond,0,1.162686,1.160000,0.002686
145,2,co2,bond,1,1.163049,1.160000,0.003049
145,2,co2,angle,0,178.929719,180.000000,1.070281
145,3,ammonia,bond,0,0.986865,1.010000,0.023135
145,3,ammonia,bond,1,1.106207,1.010000,0.096207
145,3,ammonia,bond,2,1.030630,1.010000,0.020630
145,3,ammonia,angle,0,109.378157,107.000000,2.378157
145,3,ammonia,angle,1,106.241145,107.000000,0.758855
145,3,ammonia,angle,2,105.400723,107.000000,1.599277
145,4,acetylene,bond,0,1.045561,1.060000,0.014439
145,4,acetylene,bond,1,1.184484,1.200000,0.015516
145,4,acetylene,bond,2,1.061469,1.060000,0.001469
145,4,acetylene,angle,0,179.305875,180.000000,0.694125
145,4,acetylene,angle,1,178.075883,180.000000,1.924117
145,5,hcl,bond,0,1.170748,1.270000,0.099252
150,0,methane,bond,0,1.048523,1.090000,0.041477
150,0,methane,bond,1,1.165575,1.090000,0.075575
150,0,methane,bond,2,1.113248,1.090000,0.023248
150,0,methane,bond,3,1.111884,1.090000,0.021884
150,0,methane,angle,0,102.726763,109.500000,6.773237
150,0,methane,angle,1,114.090538,109.500000,4.590538
150,0,methane,angle,2,111.201296,109.500000,1.701296
150,0,methane,angle,3,114.515028,109.500000,5.015028
150,0,methane,angle,4,110.191269,109.500000,0.691269
150,0,methane,angle,5,104.292468,109.500000,5.207532
150,1,water,bond,0,0.933156,0.960000,0.026844
150,1,water,bond,1,1.009723,0.960000,0.049723
150,1,water,angle,0,106.094747,104.500000,1.594747
150,2,co2,bond,0,1.162721,1.160000,0.002721
150,2,co2,bond,1,1.163559,1.160000,0.003559
150,2,co2,angle,0,178.899257,180.000000,1.100743
150,3,ammonia,bond,0,0.986454,1.010000,0.023546
150,3,ammonia,bond,1,1.110754,1.010000,0.100754
150,3,ammonia,bond,2,1.032021,1.010000,0.022021
150,3,ammonia,angle,0,109.410098,107.000000,2.410098
150,3,ammonia,angle,1,106.183313,107.000000,0.816687
150,3,ammonia,angle,2,105.339751,107.000000,1.660249
150,4,acetylene,bond,0,1.044350,1.060000,0.015650
150,4,acetylene,bond,1,1.184093,1.200000,0.015907
150,4,acetylene,bond,2,1.060084,1.060000,0.000084
150,4,acetylene,angle,0,179.339223,180.000000,0.660777
150,4,acetylene,angle,1,178.028906,180.000000,1.971094
150,5,hcl,bond,0,1.167036,1.270000,0.102964
155,0,methane,bond,0,1.048296,1.090000,0.041704
155,0,methane,bond,1,1.168733,1.090000,0.078733
155,0,methane,bond,2,1.115005,1.090000,0.025005
155,0,methane,bond,3,1.114148,1.090000,0.024148
155,0,methane,angle,0,102.497722,109.500000,7.002278
155,0,methane,angle,1,114.243531,109.500000,4.743531
155,0,methane,angle,2,111.233954,109.500000,1.733954
155,0,methane,angle,3,114.715062,109.500000,5.215062
155,0,methane,angle,4,110.208429,109.500000,0.708429
155,0,methane,angle,5,104.128869,109.500000,5.371131
155,1,water,bond,0,0.933437,0.960000,0.026563
155,1,water,bond,1,1.011785,0.960000,0.051785
155,1,water,angle,0,106.137042,104.500000,1.637042
155,2,co2,bond,0,1.162761,1.160000,0.002761
155,2,co2,bond,1,1.164071,1.160000,0.004071
155,2,co2,angle,0,178.868383,180.000000,1.131617
155,3,ammonia,bond,0,0.986039,1.010000,0.023961
155,3,ammonia,bond,1,1.115357,1.010000,0.105357
155,3,ammonia,bond,2,1.033477,1.010000,0.023477
155,3,ammonia,angle,0,109.440207,107.000000,2.440207
155,3,ammonia,angle,1,106.122517,107.000000,0.877483
155,3,ammonia,angle,2,105.278678,107.000000,1.721322
155,4,acetylene,bond,0,1.043099,1.060000,0.016901
155,4,acetylene,bond,1,1.183713,1.200000,0.016287
155,4,acetylene,bond,2,1.058635,1.060000,0.001365
155,4,acetylene,angle,0,179.373780,180.000000,0.626220
155,4,acetylene,angle,1,177.981452,180.000000,2.018548
155,5,hcl,bond,0,1.163270,1.270000,0.106730
160,0,methane,bond,0,1.048142,1.090000,0.041858
160,0,methane,bond,1,1.171956,1.090000,0.081956
160,0,methane,bond,2,1.116841,1.090000,0.026841
160,0,methane,bond,3,1.116475,1.090000,0.026475
160,0,methane,angle,0,102.269516,109.500000,7.230484
160,0,methane,angle,1,114.395924,109.500000,4.895924
160,0,methane,angle,2,111.267043,109.500000,1.767043
160,0,methane,angle,3,114.914376,109.500000,5.414376
160,0,methane,angle,4,110.225111,109.500000,0.725111
160,0,methane,angle,5,103.965971,109.500000,5.534029
160,1,water,bond,0,0.933789,0.960000,0.026211
160,1,water,bond,1,1.013908,0.960000,0.053908
160,1,water,angle,0,106.178211,104.500000,1.678211
160,2,co2,bond,0,1.162808,1.160000,0.002808
160,2,co2,bond,1,1.164585,1.160000,0.004585
160,2,co2,angle,0,178.837083,180.000000,1.162917
160,3,ammonia,bond,0,0.985621,1.010000,0.024379
160,3,ammonia,bond,1,1.120017,1.010000,0.110017
160,3,ammonia,bond,2,1.035002,1.010000,0.025002
160,3,ammonia,angle,0,109.468362,107.000000,2.468362
160,3,ammonia,angle,1,106.058767,107.000000,0.941233
160,3,ammonia,angle,2,105.217521,107.000000,1.782479
160,4,acetylene,bond,0,1.041805,1.060000,0.018195
160,4,acetylene,bond,1,1.183343,1.200000,0.016657
160,4,acetylene,bond,2,1.057122,1.060000,0.002878
160,4,acetylene,angle,0,179.409419,180.000000,0.590581
160,4,acetylene,angle,1,177.933214,180.000000,2.066786
160,5,hcl,bond,0,1.159452,1.270000,0.110548
165,0,methane,bond,0,1.048060,1.090000,0.041940
165,0,methane,bond,1,1.175246,1.090000,0.085246
165,0,methane,bond,2,1.118750,1.090000,0.028750
165,0,methane,bond,3,1.118865,1.090000,0.028865
165,0,methane,angle,0,102.042046,109.500000,7.457954
165,0,methane,angle,1,114.547992,109.500000,5.047992
165,0,methane,angle,2,111.300346,109.500000,1.800346
165,0,methane,angle,3,115.112925,109.500000,5.612925
165,0,methane,angle,4,110.241241,109.500000,0.741241
165,0,methane,angle,5,103.803901,109.500000,5.696099
165,1,water,bond,0,0.934211,0.960000,0.025789
165,1,water,bond,1,1.016092,0.960000,0.056092
165,1,water,angle,0,106.218094,104.500000,1.718094
165,2,co2,bond,0,1.162862,1.160000,0.002862
165,2,co2,bond,1,1.165100,1.160000,0.005100
165,2,co2,angle,0,178.805499,180.000000,1.194501
165,3,ammonia,bond,0,0.985206,1.010000,0.024794
165,3,ammonia,bond,1,1.124735,1.010000,0.114735
165,3,ammonia,bond,2,1.036595,1.010000,0.026595
165,3,ammonia,angle,0,109.494414,107.000000,2.494414
165,3,ammonia,angle,1,105.991935,107.000000,1.008065
165,3,ammonia,angle,2,105.156297,107.000000,1.843703
165,4,acetylene,bond,0,1.040468,1.060000,0.019532
165,4,acetylene,bond,1,1.182985,1.200000,0.017015
165,4,acetylene,bond,2,1.055541,1.060000,0.004459
165,4,acetylene,angle,0,179.445393,180.000000,0.554607
165,4,acetylene,angle,1,177.884193,180.000000,2.115807
165,5,hcl,bond,0,1.155580,1.270000,0.114420
170,0,methane,bond,0,1.048048,1.090000,0.041952
170,0,methane,bond,1,1.178603,1.090000,0.088603
170,0,methane,bond,2,1.120737,1.090000,0.030737
170,0,methane,bond,3,1.121318,1.090000,0.031318
170,0,methane,angle,0,101.815324,109.500000,7.684676
170,0,methane,angle,1,114.699588,109.500000,5.199588
170,0,methane,angle,2,111.333850,109.500000,1.833850
170,0,methane,angle,3,115.310754,109.500000,5.810754
170,0,methane,angle,4,110.256928,109.500000,0.756928
170,0,methane,angle,5,103.642659,109.500000,5.857341
170,1,water,bond,0,0.934702,0.960000,0.025298
170,1,water,bond,1,1.018334,0.960000,0.058334
170,1,water,angle,0,106.257216,104.500000,1.757216
170,2,co2,bond,0,1.162925,1.160000,0.002925
170,2,co2,bond,1,1.165616,1.160000,0.005616
170,2,co2,angle,0,178.773617,180.000000,1.226383
170,3,ammonia,bond,0,0.984791,1.010000,0.025209
170,3,ammonia,bond,1,1.129515,1.010000,0.119515
170,3,ammonia,bond,2,1.038254,1.010000,0.028254
170,3,ammonia,angle,0,109.518484,107.000000,2.518484
170,3,ammonia,angle,1,105.922042,107.000000,1.077958
170,3,ammonia,angle,2,105.095232,107.000000,1.904768
170,4,acetylene,bond,0,1.039087,1.060000,0.020913
170,4,acetylene,bond,1,1.182638,1.200000,0.017362
170,4,acetylene,bond,2,1.053896,1.060000,0.006104
170,4,acetylene,angle,0,179.481417,180.000000,0.518583
170,4,acetylene,angle,1,177.834413,180.000000,2.165587
170,5,hcl,bond,0,1.151654,1.270000,0.118346
175,0,methane,bond,0,1.048109,1.090000,0.041891
175,0,methane,bond,1,1.182024,1.090000,0.092024
175,0,methane,bond,2,1.122800,1.090000,0.032800
175,0,methane,bond,3,1.123838,1.090000,0.033838
175,0,methane,angle,0,101.589654,109.500000,7.910346
175,0,methane,angle,1,114.850719,109.500000,5.350719
175,0,methane,angle,2,111.367447,109.500000,1.867447
175,0,methane,angle,3,115.507784,109.500000,6.007784
175,0,methane,angle,4,110.271959,109.500000,0.771959
175,0,methane,angle,5,103.482298,109.500000,6.017702
175,1,water,bond,0,0.935266,0.960000,0.024734
175,1,water,bond,1,1.020641,0.960000,0.060641
175,1,water,angle,0,106.295420,104.500000,1.795420
175,2,co2,bond,0,1.162995,1.160000,0.002995
175,2,co2,bond,1,1.166131,1.160000,0.006131
175,2,co2,angle,0,178.741373,180.000000,1.258627
175,3,ammonia,bond,0,0.984375,1.010000,0.025625
175,3,ammonia,bond,1,1.134352,1.010000,0.124352
175,3,ammonia,bond,2,1.039982,1.010000,0.029982
175,3,ammonia,angle,0,109.540687,107.000000,2.540687
