step,atom_id,type,fx_lj,fy_lj,fz_lj
140,19,H,0.000122,0.000008,0.000009
140,20,Cl,0.000030,-0.000000,-0.000001
145,0,C,-0.000011,-0.000023,-0.000023
145,1,H,0.000034,0.000033,0.000028
145,2,H,0.000009,-0.000008,-0.000008
145,3,H,-0.000017,0.000013,-0.000015
145,4,H,-0.000015,-0.000015,0.000016
145,5,O,-0.000082,-0.000136,0.000013
145,6,H,0.000126,0.000103,-0.000012
145,7,H,-0.000049,0.000036,-0.000002
145,8,O,-0.000068,-0.000002,0.000001
145,9,C,0.000000,0.000001,0.000001
145,10,O,0.000072,-0.000001,-0.000002
145,11,N,-0.000065,0.000039,0.000085
145,12,H,-0.005770,-0.000183,-0.006342
145,13,H,-0.000013,0.000023,-0.000010
145,14,H,-0.000036,-0.000054,-0.000025
145,15,H,0.005827,0.000174,0.006291
145,16,C,-0.000021,-0.000000,0.000001
145,17,C,0.000031,0.000002,-0.000001
145,18,H,-0.000091,-0.000008,-0.000008
145,19,H,0.000107,0.000007,0.000008
145,20,Cl,0.000031,-0.000000,-0.000001
150,0,C,-0.000012,-0.000023,-0.000023
150,1,H,0.000034,0.000033,0.000028
150,2,H,0.000009,-0.000008,-0.000007
150,3,H,-0.000017,0.000012,-0.000014
150,4,H,-0.000014,-0.000015,0.000016
150,5,O,-0.000082,-0.000135,0.000013
150,6,H,0.000126,0.000102,-0.000012
150,7,H,-0.000048,0.000035,-0.000002
150,8,O,-0.000068,-0.000002,0.000001
150,9,C,0.000001,0.000001,0.000001
150,10,O,0.000071,-0.000001,-0.000002
150,11,N,-0.000067,0.000039,0.000085
150,12,H,-0.005281,-0.000170,-0.005851
150,13,H,-0.000012,0.000022,-0.000009
150,14,H,-0.000036,-0.000053,-0.000024
150,15,H,0.005338,0.000162,0.005800
150,16,C,-0.000020,-0.000000,0.000001
150,17,C,0.000031,0.000002,-0.000001
150,18,H,-0.000077,-0.000007,-0.000008
150,19,H,0.000093,0.000007,0.000008
150,20,Cl,0.000032,-0.000001,-0.000001
155,0,C,-0.000012,-0.000024,-0.000023
155,1,H,0.000035,0.000033,0.000028
155,2,H,0.000009,-0.000008,-0.000007
155,3,H,-0.000017,0.000012,-0.000014
155,4,H,-0.000014,-0.000014,0.000016
155,5,O,-0.000083,-0.000134,0.000014
155,6,H,0.000125,0.000102,-0.000012
155,7,H,-0.000046,0.000034,-0.000002
155,8,O,-0.000068,-0.000002,0.000001
155,9,C,0.000001,0.000001,0.000001
155,10,O,0.000071,-0.000001,-0.000002
155,11,N,-0.000068,0.000040,0.000084
155,12,H,-0.004823,-0.000158,-0.005387
155,13,H,-0.000012,0.000020,-0.000009
155,14,H,-0.000035,-0.000052,-0.000024
155,15,H,0.004879,0.000149,0.005336
155,16,C,-0.000019,-0.000000,0.000001
155,17,C,0.000030,0.000002,-0.000001
155,18,H,-0.000065,-0.000007,-0.000007
155,19,H,0.000080,0.000006,0.000008
155,20,Cl,0.000034,-0.000001,-0.000001
160,0,C,-0.000013,-0.000024,-0.000023
160,1,H,0.000035,0.000033,0.000028
160,2,H,0.000008,-0.000008,-0.000007
160,3,H,-0.000017,0.000012,-0.000014
160,4,H,-0.000014,-0.000014,0.000015
160,5,O,-0.000084,-0.000132,0.000014
160,6,H,0.000125,0.000101,-0.000013
160,7,H,-0.000045,0.000033,-0.000002
160,8,O,-0.000068,-0.000002,0.000001
160,9,C,0.000001,0.000001,0.000001
160,10,O,0.000070,-0.000001,-0.000002
160,11,N,-0.000070,0.000040,0.000084
160,12,H,-0.004394,-0.000147,-0.004950
160,13,H,-0.000011,0.000019,-0.000008
160,14,H,-0.000035,-0.000051,-0.000023
160,15,H,0.004449,0.000138,0.004898
160,16,C,-0.000019,-0.000000,0.000001
160,17,C,0.000030,0.000002,-0.000001
160,18,H,-0.000053,-0.000007,-0.000007
160,19,H,0.000068,0.000006,0.000007
160,20,Cl,0.000035,-0.000001,-0.000001
165,0,C,-0.000013,-0.000024,-0.000023
165,1,H,0.000035,0.000034,0.000028
165,2,H,0.000008,-0.000007,-0.000006
165,3,H,-0.000016,0.000011,-0.000013
165,4,H,-0.000013,-0.000013,0.000015
165,5,O,-0.000084,-0.000131,0.000014
165,6,H,0.000124,0.000101,-0.000013
165,7,H,-0.000044,0.000032,-0.000002
165,8,O,-0.000068,-0.000002,0.000001
165,9,C,0.000002,0.000001,0.000001
165,10,O,0.000070,-0.000001,-0.000002
165,11,N,-0.000072,0.000040,0.000084
165,12,H,-0.003994,-0.000137,-0.004540
165,13,H,-0.000011,0.000018,-0.000008
165,14,H,-0.000034,-0.000050,-0.000023
165,15,H,0.004049,0.000127,0.004488
165,16,C,-0.000018,-0.000000,0.000001
165,17,C,0.000029,0.000002,-0.000001
165,18,H,-0.000043,-0.000006,-0.000006
165,19,H,0.000057,0.000006,0.000007
165,20,Cl,0.000037,-0.000001,-0.000001
170,0,C,-0.000014,-0.000025,-0.000023
170,1,H,0.000035,0.000034,0.000028
170,2,H,0.000008,-0.000007,-0.000006
170,3,H,-0.000016,0.000011,-0.000013
170,4,H,-0.000013,-0.000013,0.000014
170,5,O,-0.000084,-0.000129,0.000015
170,6,H,0.000123,0.000100,-0.000013
170,7,H,-0.000043,0.000031,-0.000002
170,8,O,-0.000068,-0.000002,0.000001
170,9,C,0.000002,0.000001,0.000001
170,10,O,0.000070,-0.000001,-0.000002
170,11,N,-0.000073,0.000040,0.000083
170,12,H,-0.003623,-0.000126,-0.004156
170,13,H,-0.000010,0.000017,-0.000007
170,14,H,-0.000034,-0.000049,-0.000022
170,15,H,0.003677,0.000116,0.004103
170,16,C,-0.000017,0.000000,0.000001
170,17,C,0.000028,0.000002,-0.000001
170,18,H,-0.000033,-0.000006,-0.000006
170,19,H,0.000046,0.000005,0.000006
170,20,Cl,0.000038,-0.000001,-0.000001
175,0,C,-0.000014,-0.000025,-0.000023
175,1,H,0.000035,0.000034,0.000028
175,2,H,0.000007,-0.000007,-0.000006
175,3,H,-0.000016,0.000011,-0.000013
175,4,H,-0.000012,-0.000013,0.000014
175,5,O,-0.000085,-0.000127,0.000015
175,6,H,0.000122,0.000099,-0.000014
175,7,H,-0.000042,0.000030,-0.000002
175,8,O,-0.000067,-0.000002,0.000001
175,9,C,0.000003,0.000001,0.000001
175,10,O,0.000069,-0.000001,-0.000002
175,11,N,-0.000075,0.000041,0.000083
175,12,H,-0.003278,-0.000117,-0.003798
175,13,H,-0.000009,0.000016,-0.000007
175,14,H,-0.000033,-0.000048,-0.000022
175,15,H,0.003331,0.000107,0.003744
175,16,C,-0.000017,0.000000,0.000001
175,17,C,0.000027,0.000002,-0.000001
175,18,H,-0.000023,-0.000006,-0.000006
175,19,H,0.000036,0.000005,0.000006
175,20,Cl,0.000040,-0.000001,-0.000001
180,0,C,-0.000015,-0.000025,-0.000023
180,1,H,0.000035,0.000033,0.000028
180,2,H,0.000007,-0.000007,-0.000006
180,3,H,-0.000015,0.000010,-0.000012
180,4,H,-0.000012,-0.000012,0.000014
180,5,O,-0.000085,-0.000126,0.000015
180,6,H,0.000121,0.000099,-0.000014
180,7,H,-0.000040,0.000029,-0.000002
180,8,O,-0.000067,-0.000002,0.000001
180,9,C,0.000003,0.000001,0.000001
180,10,O,0.000069,-0.000001,-0.000002
180,11,N,-0.000076,0.000041,0.000083
180,12,H,-0.002959,-0.000108,-0.003464
180,13,H,-0.000009,0.000016,-0.000006
180,14,H,-0.000032,-0.000047,-0.000021
180,15,H,0.003011,0.000097,0.003410
180,16,C,-0.000016,0.000000,0.000001
180,17,C,0.000027,0.000003,-0.000001
180,18,H,-0.000015,-0.000005,-0.000005
180,19,H,0.000027,0.000005,0.000006
180,20,Cl,0.000042,-0.000001,-0.000002
185,0,C,-0.000015,-0.000026,-0.000023
185,1,H,0.000035,0.000033,0.000028
185,2,H,0.000007,-0.000006,-0.000005
185,3,H,-0.000015,0.000010,-0.000012
185,4,H,-0.000012,-0.000012,0.000013
185,5,O,-0.000085,-0.000124,0.000015
185,6,H,0.000120,0.000098,-0.000014
185,7,H,-0.000039,0.000028,-0.000002
185,8,O,-0.000067,-0.000002,0.000001
185,9,C,0.000003,0.000001,0.000001
185,10,O,0.000068,-0.000001,-0.000002
185,11,N,-0.000078,0.000041,0.000083
185,12,H,-0.002665,-0.000100,-0.003154
185,13,H,-0.000008,0.000015,-0.000006
185,14,H,-0.000032,-0.000046,-0.000021
185,15,H,0.002717,0.000089,0.003100
185,16,C,-0.000015,0.000000,0.000001
185,17,C,0.000026,0.000003,-0.000001
185,18,H,-0.000007,-0.000005,-0.000005
185,19,H,0.000018,0.000005,0.000006
185,20,Cl,0.000044,-0.000001,-0.000002
190,0,C,-0.000016,-0.000026,-0.000023
190,1,H,0.000035,0.000033,0.000027
190,2,H,0.000007,-0.000006,-0.000005
190,3,H,-0.000015,0.000010,-0.000012
190,4,H,-0.000011,-0.000011,0.000013
190,5,O,-0.000085,-0.000122,0.000016
190,6,H,0.000118,0.000097,-0.000014
190,7,H,-0.000038,0.000027,-0.000002
190,8,O,-0.000067,-0.000002,0.000001
190,9,C,0.000003,0.000001,0.000001
190,10,O,0.000068,-0.000001,-0.000002
190,11,N,-0.000079,0.000041,0.000082
190,12,H,-0.002395,-0.000092,-0.002868
190,13,H,-0.000008,0.000014,-0.000006
190,14,H,-0.000031,-0.000044,-0.000020
190,15,H,0.002445,0.000081,0.002812
190,16,C,-0.000014,0.000000,0.000001
190,17,C,0.000025,0.000003,-0.000001
190,18,H,0.000001,-0.000005,-0.000005
190,19,H,0.000010,0.000004,0.000005
190,20,Cl,0.000046,-0.000001,-0.000002
195,0,C,-0.000016,-0.000026,-0.000023
195,1,H,0.000035,0.000033,0.000027
195,2,H,0.000006,-0.000006,-0.000005
195,3,H,-0.000014,0.000010,-0.000011
195,4,H,-0.000011,-0.000011,0.000013
195,5,O,-0.000084,-0.000120,0.000016
195,6,H,0.000117,0.000095,-0.000014
195,7,H,-0.000037,0.000026,-0.000002
195,8,O,-0.000067,-0.000002,0.000001
195,9,C,0.000004,0.000001,0.000001
195,10,O,0.000068,-0.000001,-0.000002
195,11,N,-0.000081,0.000041,0.000082
195,12,H,-0.002146,-0.000085,-0.002603
195,13,H,-0.000008,0.000013,-0.000005
195,14,H,-0.000031,-0.000043,-0.000020
195,15,H,0.002196,0.000073,0.002547
195,16,C,-0.000013,0.000000,0.000001
195,17,C,0.000024,0.000003,-0.000001
195,18,H,0.000008,-0.000005,-0.000004
195,19,H,0.000002,0.000004,0.000005
195,20,Cl,0.000048,-0.000001,-0.000002
200,0,C,-0.000016,-0.000026,-0.000023
200,1,H,0.000035,0.000033,0.000027
200,2,H,0.000006,-0.000006,-0.000005
200,3,H,-0.000014,0.000009,-0.000011
200,4,H,-0.000011,-0.000011,0.000012
200,5,O,-0.000084,-0.000118,0.000016
200,6,H,0.000115,0.000094,-0.000015
200,7,H,-0.000036,0.000025,-0.000002
200,8,O,-0.000067,-0.000002,0.000001
200,9,C,0.000004,0.000001,0.000001
200,10,O,0.000067,-0.000001,-0.000002
200,11,N,-0.000082,0.000040,0.000082
200,12,H,-0.001919,-0.000079,-0.002359
200,13,H,-0.000007,0.000012,-0.000005
200,14,H,-0.000030,-0.000042,-0.000019
200,15,H,0.001968,0.000066,0.002303
200,16,C,-0.000011,0.000000,0.000000
200,17,C,0.000022,0.000003,-0.000000
200,18,H,0.000014,-0.000004,-0.000004
200,19,H,-0.000005,0.000004,0.000005
200,20,Cl,0.000051,-0.000001,-0.000002
205,0,C,-0.000017,-0.000026,-0.000023
205,1,H,0.000035,0.000033,0.000027
205,2,H,0.000006,-0.000005,-0.000005
205,3,H,-0.000014,0.000009,-0.000011
205,4,H,-0.000010,-0.000010,0.000012
205,5,O,-0.000083,-0.000116,0.000016
205,6,H,0.000114,0.000093,-0.000015
205,7,H,-0.000034,0.000025,-0.000002
205,8,O,-0.000067,-0.000002,0.000001
205,9,C,0.000004,0.000001,0.000001
205,10,O,0.000067,-0.000001,-0.000002
205,11,N,-0.000084,0.000040,0.000082
205,12,H,-0.001711,-0.000073,-0.002136
205,13,H,-0.000007,0.000012,-0.000005
205,14,H,-0.000029,-0.000041,-0.000019
205,15,H,0.001759,0.000060,0.002079
205,16,C,-0.000010,0.000000,0.000000
205,17,C,0.000021,0.000003,-0.000000
205,18,H,0.000020,-0.000004,-0.000004
205,19,H,-0.000012,0.000004,0.000005
205,20,Cl,0.000053,-0.000001,-0.000002
210,0,C,-0.000017,-0.000026,-0.000023
210,1,H,0.000034,0.000033,0.000026
210,2,H,0.000006,-0.000005,-0.000004
210,3,H,-0.000013,0.000009,-0.000010
210,4,H,-0.000010,-0.000010,0.000011
210,5,O,-0.000083,-0.000113,0.000016
210,6,H,0.000112,0.000092,-0.000015
210,7,H,-0.000033,0.000024,-0.000002
210,8,O,-0.000067,-0.000002,0.000001
210,9,C,0.000005,0.000001,0.000001
210,10,O,0.000066,-0.000001,-0.000002
210,11,N,-0.000085,0.000040,0.000082
210,12,H,-0.001523,-0.000067,-0.001931
210,13,H,-0.000006,0.000011,-0.000004
210,14,H,-0.000028,-0.000040,-0.000018
210,15,H,0.001569,0.000054,0.001873
210,16,C,-0.000009,0.000000,0.000000
210,17,C,0.000020,0.000003,-0.000000
210,18,H,0.000025,-0.000004,-0.000004
210,19,H,-0.000018,0.000004,0.000005
210,20,Cl,0.000056,-0.000001,-0.000002
215,0,C,-0.000017,-0.000026,-0.000023
215,1,H,0.000034,0.000032,0.000026
215,2,H,0.000006,-0.000005,-0.000004
215,3,H,-0.000013,0.000008,-0.000010
215,4,H,-0.000009,-0.000010,0.000011
215,5,O,-0.000082,-0.000111,0.000016
215,6,H,0.000110,0.000090,-0.000015
215,7,H,-0.000032,0.000023,-0.000002
215,8,O,-0.000067,-0.000002,0.000001
215,9,C,0.000005,0.000001,0.000001
215,10,O,0.000066,-0.000001,-0.000002
215,11,N,-0.000087,0.000040,0.000082
215,12,H,-0.001351,-0.000062,-0.001744
215,13,H,-0.000006,0.000010,-0.000004
215,14,H,-0.000028,-0.000039,-0.000018
215,15,H,0.001396,0.000049,0.001686
215,16,C,-0.000007,0.000000,0.000000
215,17,C,0.000019,0.000003,-0.000000
215,18,H,0.000029,-0.000004,-0.000004
215,19,H,-0.000025,0.000004,0.000005
215,20,Cl,0.000058,-0.000001,-0.000003
220,0,C,-0.000018,-0.000026,-0.000023
220,1,H,0.000034,0.000032,0.000026
220,2,H,0.000005,-0.000005,-0.000004
220,3,H,-0.000013,0.000008,-0.000010
220,4,H,-0.000009,-0.000009,0.000011
220,5,O,-0.000081,-0.000109,0.000016
220,6,H,0.000108,0.000089,-0.000015
220,7,H,-0.000031,0.000022,-0.000001
220,8,O,-0.000067,-0.000002,0.000001
220,9,C,0.000005,0.000001,0.000001
220,10,O,0.000066,-0.000001,-0.000002
220,11,N,-0.000088,0.000040,0.000082
220,12,H,-0.001195,-0.000058,-0.001573
220,13,H,-0.000006,0.000010,-0.000004
220,14,H,-0.000027,-0.000038,-0.000017
220,15,H,0.001239,0.000043,0.001515
220,16,C,-0.000006,0.000000,-0.000000
220,17,C,0.000018,0.000003,-0.000000
220,18,H,0.000034,-0.000004,-0.000004
220,19,H,-0.000030,0.000004,0.000005
220,20,Cl,0.000061,-0.000002,-0.000003
225,0,C,-0.000018,-0.000026,-0.000023
225,1,H,0.000034,0.000032,0.000025
225,2,H,0.000005,-0.000004,-0.000004
225,3,H,-0.000012,0.000008,-0.000009
225,4,H,-0.000009,-0.000009,0.000010
225,5,O,-0.000081,-0.000106,0.000016
225,6,H,0.000106,0.000087,-0.000015
225,7,H,-0.000030,0.000021,-0.000001
225,8,O,-0.000066,-0.000002,0.000001
225,9,C,0.000005,0.000001,0.000001
225,10,O,0.000065,-0.000001,-0.000002
225,11,N,-0.000089,0.000040,0.000082
225,12,H,-0.001055,-0.000053,-0.001418
225,13,H,-0.000005,0.000009,-0.000004
225,14,H,-0.000026,-0.000036,-0.000017
225,15,H,0.001097,0.000039,0.001359
225,16,C,-0.000004,0.000001,-0.000000
225,17,C,0.000017,0.000004,-0.000000
225,18,H,0.000038,-0.000004,-0.000004
225,19,H,-0.000036,0.000004,0.000005
225,20,Cl,0.000064,-0.000002,-0.000003
230,0,C,-0.000018,-0.000026,-0.000022
230,1,H,0.000033,0.000032,0.000025
230,2,H,0.000005,-0.000004,-0.000004
230,3,H,-0.000012,0.000007,-0.000009
230,4,H,-0.000008,-0.000009,0.000010
230,5,O,-0.000080,-0.000104,0.000016
230,6,H,0.000104,0.000086,-0.000015
230,7,H,-0.000029,0.000020,-0.000001
230,8,O,-0.000066,-0.000002,0.000002
230,9,C,0.000006,0.000001,0.000001
230,10,O,0.000065,-0.000001,-0.000002
230,11,N,-0.000091,0.000039,0.000082
230,12,H,-0.000927,-0.000050,-0.001277
230,13,H,-0.000005,0.000009,-0.000004
230,14,H,-0.000026,-0.000035,-0.000016
230,15,H,0.000968,0.000035,0.001218
230,16,C,-0.000003,0.000001,-0.000000
230,17,C,0.000016,0.000004,-0.000000
230,18,H,0.000041,-0.000004,-0.000004
230,19,H,-0.000041,0.000004,0.000005
230,20,Cl,0.000067,-0.000002,-0.000003
235,0,C,-0.000018,-0.000026,-0.000022
235,1,H,0.000033,0.000031,0.000025
235,2,H,0.000005,-0.000004,-0.000003
235,3,H,-0.000012,0.000007,-0.000009
235,4,H,-0.000008,-0.000008,0.000010
235,5,O,-0.000079,-0.000102,0.000016
235,6,H,0.000102,0.000084,-0.000015
235,7,H,-0.000028,0.000020,-0.000001
235,8,O,-0.000066,-0.000002,0.000002
235,9,C,0.000006,0.000001,0.000001
235,10,O,0.000065,-0.000001,-0.000002
235,11,N,-0.000092,0.000039,0.000082
235,12,H,-0.000812,-0.000046,-0.001150
235,13,H,-0.000005,0.000008,-0.000003
235,14,H,-0.000025,-0.000034,-0.000016
235,15,H,0.000852,0.000031,0.001089
235,16,C,-0.000001,0.000001,-0.000001
235,17,C,0.000015,0.000004,-0.000000
235,18,H,0.000045,-0.000004,-0.000004
235,19,H,-0.000047,0.000004,0.000005
235,20,Cl,0.000070,-0.000002,-0.000003
240,0,C,-0.000018,-0.000026,-0.000022
240,1,H,0.000033,0.000031,0.000024
240,2,H,0.000004,-0.000004,-0.000003
240,3,H,-0.000011,0.000007,-0.000008
240,4,H,-0.000008,-0.000008,0.000009
240,5,O,-0.000077,-0.000099,0.000016
240,6,H,0.000100,0.000083,-0.000015
240,7,H,-0.000027,0.000019,-0.000001
240,8,O,-0.000066,-0.000002,0.000002
240,9,C,0.000006,0.000001,0.000001
240,10,O,0.000064,-0.000001,-0.000002
240,11,N,-0.000093,0.000039,0.000082
240,12,H,-0.000709,-0.000043,-0.001034
240,13,H,-0.000004,0.000008,-0.000003
240,14,H,-0.000024,-0.000033,-0.000015
240,15,H,0.000746,0.000027,0.000973
240,16,C,0.000001,0.000001,-0.000001
240,17,C,0.000014,0.000004,-0.000000
240,18,H,0.000048,-0.000004,-0.000004
240,19,H,-0.000052,0.000004,0.000005
240,20,Cl,0.000073,-0.000002,-0.000004
245,0,C,-0.000018,-0.000026,-0.000022
245,1,H,0.000032,0.000030,0.000024
245,2,H,0.000004,-0.000004,-0.000003
245,3,H,-0.000011,0.000007,-0.000008
245,4,H,-0.000008,-0.000008,0.000009
245,5,O,-0.000076,-0.000097,0.000016
245,6,H,0.000098,0.000081,-0.000015
245,7,H,-0.000026,0.000018,-0.000001
245,8,O,-0.000066,-0.000002,0.000002
245,9,C,0.000006,0.000001,0.000001
245,10,O,0.000064,-0.000001,-0.000003
245,11,N,-0.000094,0.000038,0.000082
245,12,H,-0.000616,-0.000040,-0.000930
245,13,H,-0.000004,0.000007,-0.000003
245,14,H,-0.000024,-0.000032,-0.000015
245,15,H,0.000652,0.000024,0.000869
245,16,C,0.000003,0.000001,-0.000001
245,17,C,0.000013,0.000004,0.000000
245,18,H,0.000051,-0.000004,-0.000004
245,19,H,-0.000057,0.000004,0.000005
245,20,Cl,0.000077,-0.000002,-0.000004
250,0,C,-0.000018,-0.000025,-0.000021
250,1,H,0.000032,0.000030,0.000023
250,2,H,0.000004,-0.000004,-0.000003
250,3,H,-0.000010,0.000006,-0.000008
250,4,H,-0.000007,-0.000007,0.000009
250,5,O,-0.000075,-0.000094,0.000016
250,6,H,0.000095,0.000079,-0.000015
250,7,H,-0.000025,0.000017,-0.000001
250,8,O,-0.000066,-0.000002,0.000002
250,9,C,0.000007,0.000001,0.000002
250,10,O,0.000063,-0.000001,-0.000003
250,11,N,-0.000095,0.000038,0.000082
250,12,H,-0.000533,-0.000038,-0.000836
250,13,H,-0.000004,0.000007,-0.000003
250,14,H,-0.000023,-0.000031,-0.000014
250,15,H,0.000566,0.000021,0.000775
250,16,C,0.000005,0.000001,-0.000001
250,17,C,0.000012,0.000004,0.000000
250,18,H,0.000054,-0.000004,-0.000004
250,19,H,-0.000062,0.000004,0.000006
250,20,Cl,0.000080,-0.000002,-0.000004
